STATISTIC Label,Quarter,Sex,NACE Rev 2 Economic Sector,Region,UNIT,VALUE
Persons aged 15-89 years in Employment,2022Q2,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,36.7
Persons aged 15-89 years in Employment,2022Q2,Male,Administrative and support service activities (N),Dublin,Thousand,18.8
Persons aged 15-89 years in Employment,2022Q2,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,15.3
Persons aged 15-89 years in Employment,2022Q2,Male,Education (P),Dublin,Thousand,18.4
Persons aged 15-89 years in Employment,2022Q2,Male,Human health and social work activities (Q),Dublin,Thousand,25.7
Persons aged 15-89 years in Employment,2022Q2,Male,Industry (B to E),Dublin,Thousand,39.7
Persons aged 15-89 years in Employment,2022Q2,Male,Industry and Construction (B to F),Dublin,Thousand,76.8
Persons aged 15-89 years in Employment,2022Q2,Male,Services (G to U),Dublin,Thousand,333.6
Persons aged 15-89 years in Employment,2022Q2,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,39.9
Persons aged 15-89 years in Employment,2022Q2,Male,Other NACE activities (R to U),Dublin,Thousand,13.9
Persons aged 15-89 years in Employment,2022Q2,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q2,Female,All NACE economic sectors,Dublin,Thousand,369.8
Persons aged 15-89 years in Employment,2022Q2,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q2,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q2,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,41
Persons aged 15-89 years in Employment,2022Q2,Female,Transportation and storage (H),Dublin,Thousand,9.4
Persons aged 15-89 years in Employment,2022Q2,Female,Accommodation and food service activities (I),Dublin,Thousand,27.6
Persons aged 15-89 years in Employment,2022Q2,Female,Information and communication (J),Dublin,Thousand,30.9
Persons aged 15-89 years in Employment,2022Q2,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,31.7
Persons aged 15-89 years in Employment,2022Q2,Female,Administrative and support service activities (N),Dublin,Thousand,16.8
Persons aged 15-89 years in Employment,2022Q2,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.6
Persons aged 15-89 years in Employment,2022Q2,Female,Education (P),Dublin,Thousand,42.4
Persons aged 15-89 years in Employment,2022Q2,Female,Human health and social work activities (Q),Dublin,Thousand,74.8
Persons aged 15-89 years in Employment,2022Q2,Female,Industry (B to E),Dublin,Thousand,20.1
Persons aged 15-89 years in Employment,2022Q2,Female,Industry and Construction (B to F),Dublin,Thousand,23.9
Persons aged 15-89 years in Employment,2022Q2,Female,Services (G to U),Dublin,Thousand,344.5
Persons aged 15-89 years in Employment,2022Q2,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,29.7
Persons aged 15-89 years in Employment,2022Q2,Female,Other NACE activities (R to U),Dublin,Thousand,19.6
Persons aged 15-89 years in Employment,2022Q2,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q3,Both sexes,All NACE economic sectors,Dublin,Thousand,780.7
Persons aged 15-89 years in Employment,2022Q3,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Construction (F),Dublin,Thousand,45.7
Persons aged 15-89 years in Employment,2022Q3,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,81.8
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Transportation and storage (H),Dublin,Thousand,41.3
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,51.7
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Information and communication (J),Dublin,Thousand,82.6
Persons aged 15-89 years in Employment,2022Q3,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,65.5
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Administrative and support service activities (N),Dublin,Thousand,44.2
Persons aged 15-89 years in Employment,2022Q3,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,40.1
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Education (P),Dublin,Thousand,56.3
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Human health and social work activities (Q),Dublin,Thousand,96.6
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Industry (B to E),Dublin,Thousand,64.9
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Industry and Construction (B to F),Dublin,Thousand,110.6
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Services (G to U),Dublin,Thousand,664.1
Persons aged 15-89 years in Employment,2022Q3,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,68.7
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Other NACE activities (R to U),Dublin,Thousand,35.3
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q3,Male,All NACE economic sectors,Dublin,Thousand,419.6
Persons aged 15-89 years in Employment,2022Q3,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q3,Male,Construction (F),Dublin,Thousand,41
Persons aged 15-89 years in Employment,2022Q3,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,42.8
Persons aged 15-89 years in Employment,2022Q3,Male,Transportation and storage (H),Dublin,Thousand,32.6
Persons aged 15-89 years in Employment,2022Q3,Male,Accommodation and food service activities (I),Dublin,Thousand,25.5
Persons aged 15-89 years in Employment,2022Q3,Male,Information and communication (J),Dublin,Thousand,56.1
Persons aged 15-89 years in Employment,2022Q3,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,39.3
Persons aged 15-89 years in Employment,2022Q3,Male,Administrative and support service activities (N),Dublin,Thousand,26.7
Persons aged 15-89 years in Employment,2022Q3,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,18.9
Persons aged 15-89 years in Employment,2022Q3,Male,Education (P),Dublin,Thousand,15.3
Persons aged 15-89 years in Employment,2022Q3,Male,Human health and social work activities (Q),Dublin,Thousand,21.9
Persons aged 15-89 years in Employment,2022Q3,Male,Industry (B to E),Dublin,Thousand,42.4
Persons aged 15-89 years in Employment,2022Q3,Male,Industry and Construction (B to F),Dublin,Thousand,83.4
Persons aged 15-89 years in Employment,2022Q3,Male,Services (G to U),Dublin,Thousand,332
Persons aged 15-89 years in Employment,2022Q3,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,39.8
Persons aged 15-89 years in Employment,2022Q3,Male,Other NACE activities (R to U),Dublin,Thousand,12.9
Persons aged 15-89 years in Employment,2022Q3,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q3,Female,All NACE economic sectors,Dublin,Thousand,361.1
Persons aged 15-89 years in Employment,2022Q3,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q3,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q3,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,39
Persons aged 15-89 years in Employment,2022Q3,Female,Transportation and storage (H),Dublin,Thousand,8.7
Persons aged 15-89 years in Employment,2022Q3,Female,Accommodation and food service activities (I),Dublin,Thousand,26.2
Persons aged 15-89 years in Employment,2022Q3,Female,Information and communication (J),Dublin,Thousand,26.5
Persons aged 15-89 years in Employment,2022Q3,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,26.2
Persons aged 15-89 years in Employment,2022Q3,Female,Administrative and support service activities (N),Dublin,Thousand,17.5
Persons aged 15-89 years in Employment,2022Q3,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,21.2
Persons aged 15-89 years in Employment,2022Q3,Female,Education (P),Dublin,Thousand,41
Persons aged 15-89 years in Employment,2022Q3,Female,Human health and social work activities (Q),Dublin,Thousand,74.7
Persons aged 15-89 years in Employment,2022Q3,Female,Industry (B to E),Dublin,Thousand,22.5
Persons aged 15-89 years in Employment,2022Q3,Female,Industry and Construction (B to F),Dublin,Thousand,27.2
Persons aged 15-89 years in Employment,2022Q3,Female,Services (G to U),Dublin,Thousand,332.1
Persons aged 15-89 years in Employment,2022Q3,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,28.9
Persons aged 15-89 years in Employment,2022Q3,Female,Other NACE activities (R to U),Dublin,Thousand,22.4
Persons aged 15-89 years in Employment,2022Q3,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q4,Both sexes,All NACE economic sectors,Dublin,Thousand,783.4
Persons aged 15-89 years in Employment,2022Q4,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Construction (F),Dublin,Thousand,40.7
Persons aged 15-89 years in Employment,2022Q4,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,89.2
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Transportation and storage (H),Dublin,Thousand,39.6
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,44.5
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Information and communication (J),Dublin,Thousand,84.6
Persons aged 15-89 years in Employment,2022Q4,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,71
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Administrative and support service activities (N),Dublin,Thousand,41.3
Persons aged 15-89 years in Employment,2022Q4,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,43.6
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Education (P),Dublin,Thousand,59.4
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Human health and social work activities (Q),Dublin,Thousand,97.3
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Industry (B to E),Dublin,Thousand,62.9
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Industry and Construction (B to F),Dublin,Thousand,103.5
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Services (G to U),Dublin,Thousand,676.2
Persons aged 15-89 years in Employment,2022Q4,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,69.6
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Other NACE activities (R to U),Dublin,Thousand,35.9
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q4,Male,All NACE economic sectors,Dublin,Thousand,409.1
Persons aged 15-89 years in Employment,2022Q4,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q4,Male,Construction (F),Dublin,Thousand,36.5
Persons aged 15-89 years in Employment,2022Q4,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,41.9
Persons aged 15-89 years in Employment,2022Q4,Male,Transportation and storage (H),Dublin,Thousand,30.5
Persons aged 15-89 years in Employment,2022Q4,Male,Accommodation and food service activities (I),Dublin,Thousand,26.7
Persons aged 15-89 years in Employment,2022Q4,Male,Information and communication (J),Dublin,Thousand,56
Persons aged 15-89 years in Employment,2022Q4,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,39.7
Persons aged 15-89 years in Employment,2022Q4,Male,Administrative and support service activities (N),Dublin,Thousand,21.1
Persons aged 15-89 years in Employment,2022Q4,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,21.2
Persons aged 15-89 years in Employment,2022Q4,Male,Education (P),Dublin,Thousand,17.3
Persons aged 15-89 years in Employment,2022Q4,Male,Human health and social work activities (Q),Dublin,Thousand,20.8
Persons aged 15-89 years in Employment,2022Q4,Male,Industry (B to E),Dublin,Thousand,42.9
Persons aged 15-89 years in Employment,2022Q4,Male,Industry and Construction (B to F),Dublin,Thousand,79.4
Persons aged 15-89 years in Employment,2022Q4,Male,Services (G to U),Dublin,Thousand,327.6
Persons aged 15-89 years in Employment,2022Q4,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,39
Persons aged 15-89 years in Employment,2022Q4,Male,Other NACE activities (R to U),Dublin,Thousand,13.3
Persons aged 15-89 years in Employment,2022Q4,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q4,Female,All NACE economic sectors,Dublin,Thousand,374.3
Persons aged 15-89 years in Employment,2022Q4,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q4,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,47.3
Persons aged 15-89 years in Employment,2022Q4,Female,Transportation and storage (H),Dublin,Thousand,9.1
Persons aged 15-89 years in Employment,2022Q4,Female,Accommodation and food service activities (I),Dublin,Thousand,17.7
Persons aged 15-89 years in Employment,2022Q4,Female,Information and communication (J),Dublin,Thousand,28.6
Persons aged 15-89 years in Employment,2022Q4,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,31.2
Persons aged 15-89 years in Employment,2022Q4,Female,Administrative and support service activities (N),Dublin,Thousand,20.2
Persons aged 15-89 years in Employment,2022Q4,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,22.4
Persons aged 15-89 years in Employment,2022Q4,Female,Education (P),Dublin,Thousand,42.1
Persons aged 15-89 years in Employment,2022Q4,Female,Human health and social work activities (Q),Dublin,Thousand,76.6
Persons aged 15-89 years in Employment,2022Q4,Female,Industry (B to E),Dublin,Thousand,19.9
Persons aged 15-89 years in Employment,2022Q4,Female,Industry and Construction (B to F),Dublin,Thousand,24.1
